domain,instance,obs_pct,true_idx,predicted_idx,spread,correct,obs_count,deltas,posterior,beta
campus,bui-campus_h0_r10_i3,50,1,1,1,1,6,"7,3","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i3,70,1,1,1,1,9,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i3,100,1,1,1,1,12,"14,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i4,10,0,0,2,1,1,"1,1","0.5000,0.5000",5.0
campus,bui-campus_h0_r10_i4,30,0,0,1,1,3,"2,3","0.9933,0.0067",5.0
campus,bui-campus_h0_r10_i4,50,0,0,1,1,4,"2,4","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i4,70,0,0,1,1,6,"2,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i4,100,0,0,1,1,8,"3,9","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i4,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i4,30,1,1,1,1,4,"5,1","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i4,50,1,1,1,1,6,"8,3","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i4,70,1,1,1,1,9,"12,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i4,100,1,1,1,1,12,"15,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i5,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r10_i5,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i5,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i5,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i5,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i5,10,1,1,1,1,2,"4,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i5,30,1,1,1,1,4,"5,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i5,50,1,1,1,1,6,"8,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i5,70,1,1,1,1,8,"10,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i5,100,1,1,1,1,11,"13,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i6,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r10_i6,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i6,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i6,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i6,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i6,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i6,30,1,1,1,1,4,"4,1","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i6,50,1,1,1,1,6,"7,3","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i6,70,1,1,1,1,9,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i6,100,1,1,1,1,12,"14,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i8,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r10_i8,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i8,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i8,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i8,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_r10_i8,10,1,1,1,1,2,"1,0","0.0067,0.9933",5.0
campus,bui-campus_h0_r10_i8,30,1,1,1,1,4,"4,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i8,50,1,1,1,1,6,"8,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i8,70,1,1,1,1,8,"10,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r10_i8,100,1,1,1,1,11,"13,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i11,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r30_i11,30,0,0,1,1,3,"0,3","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i11,50,0,0,1,1,4,"0,4","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i11,70,0,0,1,1,6,"0,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i11,100,0,0,1,1,8,"1,9","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i11,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i11,30,1,1,1,1,4,"4,0","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i11,50,1,1,1,1,6,"8,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i11,70,1,1,1,1,8,"10,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i11,100,1,1,1,1,11,"12,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i13,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r30_i13,30,0,0,1,1,3,"0,3","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i13,50,0,0,1,1,4,"0,4","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i13,70,0,0,1,1,6,"0,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i13,100,0,0,1,1,8,"1,9","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i13,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i13,30,1,1,1,1,4,"4,0","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i13,50,1,1,1,1,6,"8,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i13,70,1,1,1,1,8,"10,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i13,100,1,1,1,1,11,"12,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i15,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r30_i15,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i15,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i15,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i15,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i15,10,1,1,1,1,2,"4,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i15,30,1,1,1,1,4,"5,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i15,50,1,1,1,1,6,"8,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i15,70,1,1,1,1,8,"10,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i15,100,1,1,1,1,11,"13,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i17,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r30_i17,30,0,0,1,1,3,"1,3","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i17,50,0,0,1,1,4,"1,5","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i17,70,0,0,1,1,6,"2,7","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i17,100,0,0,1,1,8,"3,9","1.0000,0.0000",5.0
campus,bui-campus_h0_r30_i17,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i17,30,1,1,1,1,4,"3,1","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i17,50,1,1,1,1,6,"7,3","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i17,70,1,1,1,1,9,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r30_i17,100,1,1,1,1,12,"14,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i21,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r50_i21,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_r50_i21,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r50_i21,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_r50_i21,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_r50_i21,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i21,30,1,1,1,1,4,"4,1","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i21,50,1,1,1,1,6,"7,3","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i21,70,1,1,1,1,9,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i21,100,1,1,1,1,12,"14,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i23,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r50_i23,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_r50_i23,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r50_i23,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_r50_i23,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_r50_i23,10,1,1,1,1,2,"4,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i23,30,1,1,1,1,4,"5,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i23,50,1,1,1,1,6,"8,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i23,70,1,1,1,1,8,"10,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i23,100,1,1,1,1,11,"13,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i24,10,0,0,2,1,1,"1,1","0.5000,0.5000",5.0
campus,bui-campus_h0_r50_i24,30,0,0,1,1,3,"2,3","0.9933,0.0067",5.0
campus,bui-campus_h0_r50_i24,50,0,0,1,1,4,"2,4","1.0000,0.0000",5.0
campus,bui-campus_h0_r50_i24,70,0,0,1,1,6,"2,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r50_i24,100,0,0,1,1,8,"3,9","1.0000,0.0000",5.0
campus,bui-campus_h0_r50_i24,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i24,30,1,1,1,1,4,"5,1","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i24,50,1,1,1,1,6,"8,3","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i24,70,1,1,1,1,9,"12,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r50_i24,100,1,1,1,1,12,"15,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i31,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r70_i31,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i31,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i31,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i31,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i31,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i31,30,1,1,1,1,4,"4,1","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i31,50,1,1,1,1,6,"7,3","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i31,70,1,1,1,1,9,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i31,100,1,1,1,1,12,"14,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i33,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r70_i33,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i33,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i33,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i33,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i33,10,1,1,1,1,2,"1,0","0.0067,0.9933",5.0
campus,bui-campus_h0_r70_i33,30,1,1,1,1,4,"4,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i33,50,1,1,1,1,6,"8,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i33,70,1,1,1,1,8,"10,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i33,100,1,1,1,1,11,"13,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i34,10,0,0,2,1,1,"1,1","0.5000,0.5000",5.0
campus,bui-campus_h0_r70_i34,30,0,0,1,1,3,"2,3","0.9933,0.0067",5.0
campus,bui-campus_h0_r70_i34,50,0,0,1,1,4,"2,4","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i34,70,0,0,1,1,6,"2,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i34,100,0,0,1,1,8,"3,9","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i34,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i34,30,1,1,1,1,4,"5,1","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i34,50,1,1,1,1,6,"8,3","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i34,70,1,1,1,1,9,"12,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i34,100,1,1,1,1,12,"15,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i40,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_r70_i40,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i40,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i40,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i40,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_r70_i40,10,1,1,1,1,2,"1,0","0.0067,0.9933",5.0
campus,bui-campus_h0_r70_i40,30,1,1,1,1,4,"4,2","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i40,50,1,1,1,1,6,"8,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i40,70,1,1,1,1,8,"10,4","0.0000,1.0000",5.0
campus,bui-campus_h0_r70_i40,100,1,1,1,1,11,"13,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i42,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_rfull_i42,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i42,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i42,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i42,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i42,10,1,1,1,1,2,"4,2","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i42,30,1,1,1,1,4,"5,2","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i42,50,1,1,1,1,6,"8,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i42,70,1,1,1,1,8,"10,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i42,100,1,1,1,1,11,"13,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i43,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_rfull_i43,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i43,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i43,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i43,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i43,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i43,30,1,1,1,1,4,"4,1","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i43,50,1,1,1,1,6,"7,3","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i43,70,1,1,1,1,9,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i43,100,1,1,1,1,12,"14,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i44,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_rfull_i44,30,0,0,1,1,3,"0,3","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i44,50,0,0,1,1,4,"0,4","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i44,70,0,0,1,1,6,"0,6","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i44,100,0,0,1,1,8,"1,9","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i44,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i44,30,1,1,1,1,4,"4,0","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i44,50,1,1,1,1,6,"8,2","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i44,70,1,1,1,1,8,"10,2","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i44,100,1,1,1,1,11,"12,2","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i46,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_rfull_i46,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i46,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i46,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i46,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i46,10,1,1,1,1,2,"4,2","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i46,30,1,1,1,1,4,"5,2","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i46,50,1,1,1,1,6,"8,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i46,70,1,1,1,1,8,"10,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i46,100,1,1,1,1,11,"13,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i47,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_rfull_i47,30,0,0,1,1,3,"1,3","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i47,50,0,0,1,1,4,"1,5","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i47,70,0,0,1,1,6,"2,7","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i47,100,0,0,1,1,8,"3,9","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i47,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i47,30,1,1,1,1,4,"3,1","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i47,50,1,1,1,1,6,"7,3","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i47,70,1,1,1,1,9,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i47,100,1,1,1,1,12,"14,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i48,10,0,0,1,1,1,"1,2","0.9933,0.0067",5.0
campus,bui-campus_h0_rfull_i48,30,0,0,1,1,3,"2,5","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i48,50,0,0,1,1,4,"2,6","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i48,70,0,0,1,1,6,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i48,100,0,0,1,1,8,"3,11","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i48,10,1,1,1,1,2,"3,2","0.0067,0.9933",5.0
campus,bui-campus_h0_rfull_i48,30,1,1,1,1,4,"5,2","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i48,50,1,1,1,1,6,"9,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i48,70,1,1,1,1,8,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i48,100,1,1,1,1,11,"14,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i49,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_rfull_i49,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i49,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i49,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i49,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i49,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i49,30,1,1,1,1,4,"3,0","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i49,50,1,1,1,1,6,"6,2","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i49,70,1,1,1,1,8,"8,2","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i49,100,1,1,1,1,11,"11,2","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i50,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h0_rfull_i50,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i50,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i50,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i50,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h0_rfull_i50,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i50,30,1,1,1,1,4,"4,1","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i50,50,1,1,1,1,6,"7,3","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i50,70,1,1,1,1,9,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h0_rfull_i50,100,1,1,1,1,12,"14,4","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i1,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h1_r10_i1,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h1_r10_i1,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h1_r10_i1,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h1_r10_i1,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h1_r10_i1,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i1,30,1,1,1,1,4,"4,1","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i1,50,1,1,1,1,6,"7,3","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i1,70,1,1,1,1,9,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i1,100,1,1,1,1,12,"14,4","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i7,10,0,0,2,1,1,"1,1","0.5000,0.5000",5.0
campus,bui-campus_h1_r10_i7,30,0,0,1,1,3,"2,3","0.9933,0.0067",5.0
campus,bui-campus_h1_r10_i7,50,0,0,1,1,4,"2,4","1.0000,0.0000",5.0
campus,bui-campus_h1_r10_i7,70,0,0,1,1,6,"2,6","1.0000,0.0000",5.0
campus,bui-campus_h1_r10_i7,100,0,0,1,1,8,"3,9","1.0000,0.0000",5.0
campus,bui-campus_h1_r10_i7,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i7,30,1,1,1,1,4,"5,1","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i7,50,1,1,1,1,6,"8,3","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i7,70,1,1,1,1,9,"12,4","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i7,100,1,1,1,1,12,"15,4","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i9,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h1_r10_i9,30,0,0,1,1,3,"0,2","1.0000,0.0000",5.0
campus,bui-campus_h1_r10_i9,50,0,0,1,1,5,"1,6","1.0000,0.0000",5.0
campus,bui-campus_h1_r10_i9,70,0,0,1,1,7,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h1_r10_i9,100,0,0,1,1,9,"3,10","1.0000,0.0000",5.0
campus,bui-campus_h1_r10_i9,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i9,30,1,1,1,1,4,"4,1","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i9,50,1,1,1,1,6,"7,3","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i9,70,1,1,1,1,9,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h1_r10_i9,100,1,1,1,1,12,"14,4","0.0000,1.0000",5.0
campus,bui-campus_h1_r30_i12,10,0,0,1,1,1,"0,1","0.9933,0.0067",5.0
campus,bui-campus_h1_r30_i12,30,0,0,1,1,3,"0,3","1.0000,0.0000",5.0
campus,bui-campus_h1_r30_i12,50,0,0,1,1,4,"0,4","1.0000,0.0000",5.0
campus,bui-campus_h1_r30_i12,70,0,0,1,1,6,"0,6","1.0000,0.0000",5.0
campus,bui-campus_h1_r30_i12,100,0,0,1,1,8,"1,9","1.0000,0.0000",5.0
campus,bui-campus_h1_r30_i12,10,1,1,1,1,2,"2,0","0.0000,1.0000",5.0
campus,bui-campus_h1_r30_i12,30,1,1,1,1,4,"4,0","0.0000,1.0000",5.0
campus,bui-campus_h1_r30_i12,50,1,1,1,1,6,"8,2","0.0000,1.0000",5.0
campus,bui-campus_h1_r30_i12,70,1,1,1,1,8,"10,2","0.0000,1.0000",5.0
campus,bui-campus_h1_r30_i12,100,1,1,1,1,11,"12,2","0.0000,1.0000",5.0
campus,bui-campus_h1_r30_i14,10,0,0,1,1,1,"1,2","0.9933,0.0067",5.0
campus,bui-campus_h1_r30_i14,30,0,0,1,1,3,"2,5","1.0000,0.0000",5.0
campus,bui-campus_h1_r30_i14,50,0,0,1,1,4,"2,6","1.0000,0.0000",5.0
campus,bui-campus_h1_r30_i14,70,0,0,1,1,6,"2,8","1.0000,0.0000",5.0
campus,bui-campus_h1_r30_i14,100,0,0,1,1,8,"3,11","1.0000,0.0000",5.0
campus,bui-campus_h1_r30_i14,10,1,1,1,1,2,"3,2","0.0067,0.9933",5.0
campus,bui-campus_h1_r30_i14,30,1,1,1,1,4,"5,2","0.0000,1.0000",5.0
campus,bui-campus_h1_r30_i14,50,1,1,1,1,6,"9,4","0.0000,1.0000",5.0
campus,bui-campus_h1_r30_i14,70,1,1,1,1,8,"11,4","0.0000,1.0000",5.0
campus,bui-campus_h1_r30_i14,100,1,1,1,1,11,"14,4","0.0000,1.0000",5.0
